age,education,black,hispanic,married,nodegree,re74,re75,t,y,y0,y1,ite
37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,8041.8145,0.0,8041.8145,8041.8145
22.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2652.0178,2652.0178,19278.986,16626.969
30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6740.705,0.0,-6740.705
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11676.634,11676.634
33.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2160.6003,2160.6003,10567.202,8406.602
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,13568.203,0.0,13568.203,13568.203
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,964.5779,964.5779
22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9444.562,0.0,9444.562,9444.562
19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20062.188,0.0,20062.188,20062.188
18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5255.1816,5255.1816,14191.311,8936.129
27.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,327.34048,327.34048
17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6805.366,6805.366,0.0,-6805.366
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11098.144,11098.144
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3532.7415,3532.7415,0.0,-3532.7415
40.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16009.077,16009.077,3761.6868,-12247.391
26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.219,2650.219,9468.3955,6818.177
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12882.062,12882.062
38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6850.5903,0.0,-6850.5903
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9152.006,0.0,9152.006,9152.006
18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6507.619,6507.619,5059.723,-1447.896
29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12147.018,12147.018
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1188.0667,1188.0667
27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5122.355,5122.355,4251.044,-871.31104
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9156.0205,0.0,9156.0205,9156.0205
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11280.617,0.0,11280.617,11280.617
48.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15324.866,15324.866
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7416.1235,7416.1235,18617.7,11201.576
42.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,191.81085,7599.73,191.81085,-7407.919
25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4392.0283,0.0,4392.0283,4392.0283
19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4907.3354,4907.3354
18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,15149.857,0.0,-15149.857
20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4554.002,4554.002,8854.294,4300.292
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1296.1884,1296.1884,0.0,-1296.1884
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19969.943,19969.943
17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9142.578,9142.578,10845.269,1702.6904
25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3447.3103,3447.3103
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16384.342,0.0,16384.342,16384.342
28.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10588.312,10588.312,0.0,-10588.312
18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,359.80798,359.80798
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15783.575,15783.575,4238.2603,-11545.314
30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40800.25,40800.25
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6928.746,0.0,6928.746,6928.746
37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13862.338,13862.338
41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,56382.824,56382.824
42.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8389.595,8389.595,0.0,-8389.595
22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11014.122,11014.122,35976.12,24962.0
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10528.432,10528.432
35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7750.852,7750.852
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,515.2995,0.0,515.2995,515.2995
29.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12184.314,12184.314
28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5470.636,5470.636
23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,776.2937,0.0,776.2937,776.2937
45.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,12238.794,0.0,12238.794,12238.794
29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3988.54,0.0,-3988.54
27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10296.9375,7999.739,10296.9375,2297.1987
18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8671.686,8671.686,4312.4463,-4359.2393
28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7402.852,0.0,7402.852,7402.852
25.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13988.962,0.0,13988.962,13988.962
22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1501.379,0.0,1501.379,1501.379
21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4643.6064,8540.632,4643.6064,-3897.0254
18.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5491.081,5491.081
38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3445.4739,0.0,3445.4739,3445.4739
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9946626,1.9946626
27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3862.4258,3862.4258,14339.963,10477.537
38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8977.13,8977.13,0.0,-8977.13
23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8026.4624,8026.4624
26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10585.677,2010.5001,10585.677,8575.177
21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3681.7725,3681.7725
25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10523.289,10523.289,0.0,-10523.289
31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1741.3425,1741.3425
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13734.15,8067.555,13734.15,5666.595
44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13234.712,0.0,-13234.712
25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2293.7058,2293.7058,10817.855,8524.149
18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,884.35034,884.35034,0.0,-884.35034
42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4084.435,4084.435,0.0,-4084.435
31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12984.277,12984.277,0.0,-12984.277
24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,15746.502,0.0,15746.502,15746.502
26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20027.537,20027.537
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1357.1277,1357.1277
18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5396.886,5396.886
19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4401.0137,4401.0137
43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11325.274,11325.274,5684.927,-5640.3477
17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13508.558,13508.558,8999.013,-4509.545
30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3813.8105,3813.8105,6974.0474,3160.2368
26.0,10.0,1.0,0.0,1.0,1.0,2027.999,0.0,0.0,0.0,0.0,3864.439,3864.439
20.0,9.0,1.0,0.0,0.0,1.0,6083.994,0.0,1.0,19180.928,18454.656,19180.928,726.2715
17.0,9.0,0.0,1.0,0.0,1.0,445.1704,74.34345,0.0,1785.5806,1785.5806,3063.9622,1278.3816
20.0,12.0,1.0,0.0,0.0,0.0,989.2678,165.2077,0.0,2642.4272,2642.4272,7577.396,4934.9688
18.0,11.0,1.0,0.0,0.0,1.0,858.2543,214.5636,1.0,7364.9727,0.0,7364.9727,7364.9727
27.0,12.0,1.0,0.0,1.0,0.0,3670.872,334.0493,1.0,0.0,15688.795,0.0,-15688.795
21.0,12.0,0.0,0.0,0.0,0.0,3670.872,334.0494,0.0,5837.639,5837.639,7379.0186,1541.3794
27.0,12.0,1.0,0.0,0.0,0.0,2143.413,357.9499,0.0,0.0,0.0,13501.083,13501.083
20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.5686,0.0,0.0,0.0,0.0,0.0
19.0,10.0,1.0,0.0,0.0,1.0,0.0,385.2741,0.0,5665.3228,5665.3228,9372.954,3707.6313
23.0,12.0,1.0,0.0,0.0,0.0,5506.308,501.0741,0.0,0.0,0.0,11033.841,11033.841
29.0,14.0,1.0,0.0,0.0,0.0,0.0,679.6734,1.0,11828.428,3309.3435,11828.428,8519.084
18.0,10.0,1.0,0.0,0.0,1.0,0.0,798.9079,1.0,7496.098,0.0,7496.098,7496.098
19.0,9.0,1.0,0.0,0.0,1.0,0.0,798.9079,1.0,7049.2007,0.0,7049.2007,7049.2007
27.0,13.0,0.0,0.0,1.0,0.0,9381.566,853.7225,0.0,5725.6284,5725.6284,8338.591,2612.9624
18.0,11.0,0.0,0.0,0.0,1.0,3678.231,919.5579,0.0,2903.6335,2903.6335,5627.8843,2724.2507
27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454,0.0,6546.786,6546.786,17888.627,11341.841
22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773,0.0,0.0,0.0,8283.057,8283.057
23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4386,1.0,15316.579,5030.3477,15316.579,10286.231
23.0,12.0,0.0,1.0,0.0,0.0,9385.74,1117.439,0.0,0.0,0.0,0.0,0.0
20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836,1.0,0.0,0.0,0.0,0.0
17.0,9.0,1.0,0.0,0.0,1.0,1716.509,1253.439,1.0,9422.77,3691.733,9422.77,5731.0366
28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079,1.0,19729.445,0.0,19729.445,19729.445
26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853,0.0,0.0,0.0,5008.1167,5008.1167
20.0,11.0,1.0,0.0,0.0,1.0,16318.62,1484.994,0.0,11626.031,11626.031,5737.789,-5888.242
24.0,11.0,1.0,0.0,1.0,1.0,824.3886,1666.113,0.0,6371.961,6371.961,3900.642,-2471.3188
