age,education,black,hispanic,married,nodegree,re74,re75,t,y,y0,y1,ite
37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1144.6272,1144.6272
22.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3043.9636,3043.9636,3192.5234,148.55981
30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878.4486,1878.4486
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2079.7761,0.0,2079.7761,2079.7761
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4614.5596,4614.5596
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.45905,627.45905
32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27549.6,27549.6
22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,161.21051,21976.148,161.21051,-21814.938
33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1739.5531,1739.5531
19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4570.751,4570.751,10468.272,5897.5215
21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.885,2803.885
18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4250.6055,4250.6055,0.0,-4250.6055
27.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1026.5133,1026.5133
17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3573.1682,11004.097,3573.1682,-7430.9287
19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4348.996,4348.996,8239.134,3890.1377
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17668.46,17668.46
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3434.9873,3953.797,3434.9873,-518.8098
40.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1428.2755,1428.2755,0.0,-1428.2755
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,458.9894,0.0,-458.9894
41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9780.92,9780.92
38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3504.1555,3504.1555
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1724.0326,1724.0326
29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5263.1216,5263.1216
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7458.2856,7458.2856,4065.6309,-3392.6548
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1763.2145,1763.2145,9330.644,7567.429
48.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9207.456,9207.456
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4401.574,0.0,4401.574,4401.574
20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6725.3164,6725.3164,3978.9907,-2746.3257
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13376.332,13376.332
42.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4649.515,4649.515
25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1300.7734,0.0,-1300.7734
23.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1433.979,4904.3896,1433.979,-3470.4106
46.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9839.321,9839.321,33948.293,24108.973
24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1752.0236,0.0,-1752.0236
21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6051.1636,6051.1636,3555.4607,-2495.703
19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4457.8965,4457.8965,11963.014,7505.117
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1050.6493,1050.6493
18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6505.3115,18743.934,6505.3115,-12238.622
20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12251.315,12251.315,8371.576,-3879.7393
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,993.3525,0.0,993.3525,993.3525
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1441.9761,1526.7864,1441.9761,-84.8103
25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3087.8423,0.0,-3087.8423
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,849.7787,849.7787,0.0,-849.7787
28.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9680.148,4117.512,9680.148,5562.636
31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28065.887,28065.887
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2342.6265,2533.9917,2342.6265,-191.36523
30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1198.363,1198.363
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1209.7107,1209.7107,2321.432,1111.7212
37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1542.8446,0.0,1542.8446,1542.8446
41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3333.0828,3333.0828
42.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10015.731,10015.731
22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10212.08,10212.08
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4113.48,0.0,-4113.48
29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,445.67047,0.0,-445.67047
35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2199.221,0.0,2199.221,2199.221
