age,education,black,hispanic,married,nodegree,re74,re75,t,y,y0,y1,ite
37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1794.9529,1794.9529,4851.9,3056.947
22.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10865.89,10865.89,8765.924,-2099.9658
30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4657.106,4657.106,25800.17,21143.064
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,750.21216,0.0,750.21216,750.21216
33.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,27491.318,0.0,27491.318,27491.318
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3311.686,3311.686,0.0,-3311.686
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2457.1104,0.0,2457.1104,2457.1104
32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3111.2646,0.0,3111.2646,3111.2646
22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2083.1748,2083.1748,0.0,-2083.1748
33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10211.609,10211.609
19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,13137.957,1677.501,13137.957,11460.456
21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3540.2761,3540.2761,7348.6724,3808.3962
18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6057.647,0.0,-6057.647
27.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,167.41895,0.0,167.41895,167.41895
17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10902.97,3198.9875,10902.97,7703.9824
19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11477.559,0.0,-11477.559
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4950.1455,4950.1455
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14764.87,14764.87,1823.104,-12941.766
40.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11227.276,0.0,11227.276,11227.276
26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7510.689,7510.689,12878.625,5367.936
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5595.4106,5595.4106
38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12655.536,0.0,12655.536,12655.536
18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10580.775,10580.775,7638.0093,-2942.766
29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20242.426,20242.426
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7260.2344,7260.2344
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1222.4536,1222.4536,8476.976,7254.522
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13625.888,13625.888,11399.296,-2226.5918
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6018.595,6018.595,4499.011,-1519.584
48.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8308.154,8308.154
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14827.161,14827.161,2145.8071,-12681.354
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.797,4096.797
42.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3698.4219,3698.4219
25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,811.4141,811.4141,1396.9417,585.5275
46.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10675.805,10675.805
24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4886.6206,4886.6206,3692.7822,-1193.8384
21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,110.41163,110.41163,5556.772,5446.3604
19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1644.4738,1644.4738,11077.384,9432.91
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7772.051,1299.4419,7772.051,6472.609
18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3648.6152,3648.6152
20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7128.691,7128.691,9229.473,2100.7817
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1465.3615,0.0,1465.3615,1465.3615
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9271.689,8940.921,9271.689,330.76855
17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1724.436,2928.494,1724.436,-1204.0579
25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14708.315,0.0,-14708.315
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6337.2363,0.0,6337.2363,6337.2363
