age,education,black,hispanic,married,nodegree,re74,re75,t,y,y0,y1,ite
37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,111.823906,111.823906
22.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5730.971,5730.971,0.0,-5730.971
30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3842.6765,0.0,3842.6765,3842.6765
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2257.5442,21572.879,2257.5442,-19315.334
33.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10978.688,2114.0193,10978.688,8864.669
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6911.695,6911.695,8691.155,1779.4604
32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1101.4862,0.0,1101.4862,1101.4862
22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2761.584,2761.584
33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6454.8115,6454.8115
19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4467.602,10173.515,4467.602,-5705.9126
21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25564.67,25564.67,2263.005,-23301.664
18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13496.864,0.0,-13496.864
27.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2406.875,0.0,2406.875,2406.875
17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1293.7572,1293.7572,3685.9006,2392.1436
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,456.5337,456.5337,19117.867,18661.334
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,43.559906,43.559906,2985.4045,2941.8447
40.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.9536,785.9536
26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,623.2033,623.2033,0.0,-623.2033
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9723.41,19217.252,9723.41,-9493.842
41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10325.779,10325.779
38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4946.579,4946.579,5266.1636,319.58447
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5828.6304,5828.6304,0.0,-5828.6304
29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2993.1843,4536.802,2993.1843,-1543.6174
27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3095.2368,3095.2368,1630.2981,-1464.9387
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,294.21408,294.21408,10168.649,9874.436
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5547.067,5547.067,0.0,-5547.067
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13494.393,13494.393,3037.9714,-10456.421
48.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8950.422,8950.422
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,580.25244,10627.728,580.25244,-10047.475
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9865.038,632.0933,9865.038,9232.944
42.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20768.193,20768.193
25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2184.4053,2184.4053,0.0,-2184.4053
23.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3754.0312,3754.0312,315.42053,-3438.6108
46.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2666.465,2666.465
24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2488.8196,5351.456,2488.8196,-2862.6365
21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3351.035,3351.035
19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7676.3115,7676.3115,11213.605,3537.294
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2942.5674,0.0,-2942.5674
18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1515.4755,1515.4755,1297.4744,-218.0011
20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4956.5933,4956.5933,3819.105,-1137.4883
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3888.5457,3888.5457,8768.849,4880.3027
17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10699.211,0.0,10699.211,10699.211
25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2726.9082,2726.9082
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13208.929,13208.929,8422.253,-4786.676
28.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5410.3926,0.0,5410.3926,5410.3926
31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,141.84659,141.84659,5975.1035,5833.257
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6420.3804,95.425095,6420.3804,6324.955
30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4607.897,0.0,4607.897,4607.897
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5556.9375,5556.9375,7587.7935,2030.856
42.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22648.064,22648.064
22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9774.945,9774.945
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3605.1128,3605.1128,1659.8182,-1945.2946
29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9480.186,9480.186,0.0,-9480.186
35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1243.583,0.0,1243.583,1243.583
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9560.706,9560.706
28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1289.1066,0.0,-1289.1066
