age,education,black,hispanic,married,nodegree,re74,re75,t,y,y0,y1,ite
37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2481.8887,0.0,2481.8887,2481.8887
22.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11102.712,11102.712,6086.3555,-5016.3564
30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6042.5396,6042.5396,5560.4536,-482.08594
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15223.585,15223.585
33.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31145.85,31145.85
32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12388.567,12388.567,0.0,-12388.567
22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10189.559,0.0,10189.559,10189.559
33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12554.574,12554.574,5999.156,-6555.4185
19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2104.0298,2104.0298,398.04092,-1705.9889
18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9736.397,8969.18,9736.397,767.2178
27.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,8315.986,0.0,8315.986,8315.986
17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10412.932,0.0,-10412.932
19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6368.3535,6368.3535
26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8415.342,8415.342
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11747.555,0.0,-11747.555
38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9017.155,0.0,9017.155,9017.155
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4674.6494,0.0,4674.6494,4674.6494
29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3881.1436,0.0,3881.1436,3881.1436
27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13110.443,13110.443
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5703.691,5703.691,6229.294,525.603
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15036.689,15036.689
48.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,6334.9307,10831.566,6334.9307,-4496.6357
20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6756.4546,6756.4546
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4443.9634,4443.9634,0.0,-4443.9634
25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2572.5562,2572.5562,0.0,-2572.5562
23.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11323.402,11323.402,34170.168,22846.766
46.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3517.4805,3838.8733,3517.4805,-321.39282
24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,605.2176,605.2176,0.0,-605.2176
21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10869.745,10869.745
19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,237.94464,237.94464,1786.0504,1548.1057
18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3154.2744,3154.2744
20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,8801.774,0.0,8801.774,8801.774
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9067.676,5681.663,9067.676,3386.0127
17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16917.81,16917.81
