age,education,black,hispanic,married,nodegree,re74,re75,t,y,y0,y1,ite
37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2617.253,2617.253
22.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3548.9329,3548.9329
30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28039.967,0.0,28039.967,28039.967
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1780.4935,1780.4935,0.0,-1780.4935
33.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.9418,1511.9418
32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20665.992,22398.014,20665.992,-1732.0215
22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2085.9963,2085.9963,2252.7637,166.76733
33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2606.0627,2606.0627
19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3641.2266,3641.2266,3048.4883,-592.7383
21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1860.3042,3195.5588,1860.3042,-1335.2546
18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14498.144,2945.7036,14498.144,11552.439
27.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2298.3064,2298.3064
17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1475.8466,119.76854,1475.8466,1356.078
19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3267.5403,5452.062,3267.5403,-2184.5217
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2603.9038,0.0,2603.9038,2603.9038
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6078.693,6078.693,0.0,-6078.693
40.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2361.0608,2361.0608
26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10365.784,0.0,10365.784,10365.784
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11462.518,562.17017,11462.518,10900.348
41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5868.217,5868.217
38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11738.24,11738.24
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7752.5625,4707.9873,7752.5625,3044.5752
29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13302.777,13302.777,0.0,-13302.777
27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11397.386,11397.386,8807.319,-2590.0664
