age,education,black,hispanic,married,nodegree,re74,re75,t,y,y0,y1,ite
37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,6304.947,6679.075,6304.947,-374.12842
22.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3983.7239,3983.7239
30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13380.789,13380.789,6465.592,-6915.1973
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,146.32176,146.32176,8014.283,7867.9614
33.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1962.533,1962.533,442.0515,-1520.4814
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5648.828,5648.828
32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3569.5195,3569.5195
22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7696.1597,7696.1597
33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6898.261,6898.261
21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6955.519,7785.8496,6955.519,-830.33057
18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,13636.98,0.0,13636.98,13636.98
17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11828.045,0.0,11828.045,11828.045
19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4633.5063,12304.8545,4633.5063,-7671.348
23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2122.6008,0.0,-2122.6008
40.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4496.463,4496.463
26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8605.058,8605.058
23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7895.7295,7895.7295
41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20053.775,0.0,20053.775,20053.775
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10529.818,10529.818,7709.6455,-2820.1729
18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19725.357,19725.357,0.0,-19725.357
29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,25534.83,3229.9082,25534.83,22304.922
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6896.1,0.0,6896.1,6896.1
24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6755.3716,6755.3716,33964.59,27209.219
48.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8667.023,0.0,8667.023,8667.023
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4885.5845,4885.5845,3727.7961,-1157.7883
20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10280.63,10280.63
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5775.524,17090.895,5775.524,-11315.371
42.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,766.16296,766.16296,64.42735,-701.7356
25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17124.873,0.0,17124.873,17124.873
23.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3232.6528,0.0,3232.6528,3232.6528
46.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,18531.375,0.0,-18531.375
24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,668.9532,0.0,-668.9532
21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10800.387,0.0,10800.387,10800.387
19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1808.5535,1808.5535,3145.5647,1337.0112
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8489.668,8489.668
18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3718.078,3718.078
20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12753.14,12753.14
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2175.138,0.0,2175.138,2175.138
25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19043.646,19043.646
23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5245.8877,14079.206,5245.8877,-8833.318
28.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28086.186,28086.186
31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4733.537,4733.537,1756.9231,-2976.614
18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11647.387,11647.387
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2527.2314,2473.579,2527.2314,53.652344
30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5772.207,5772.207,6887.925,1115.7178
37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7582.585,0.0,7582.585,7582.585
41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,15907.288,0.0,15907.288,15907.288
42.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2112.0134,0.0,2112.0134,2112.0134
22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1979.1854,1979.1854
29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28662.266,28662.266
35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3032.3967,3032.3967
29.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8769.787,0.0,-8769.787
28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5202.388,5202.388,3965.729,-1236.6592
23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6314.8003,6314.8003
45.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,584.00323,584.00323
29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2561.308,2561.308,0.0,-2561.308
46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13065.539,0.0,-13065.539
28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,683.14606,683.14606,0.0,-683.14606
25.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5975.003,5975.003
22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4301.769,4301.769,0.0,-4301.769
21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1868.3457,1868.3457
40.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11749.973,11749.973,0.0,-11749.973
22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3546.435,3546.435,7959.801,4413.3657
25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9842.219,0.0,9842.219,9842.219
18.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5097.533,5097.533
38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527.6991,1527.6991,6156.109,4628.4097
27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,456.84067,0.0,-456.84067
